file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
英勇救援 [Guardian][event],,英勇救援,,Guardian,None,None,1,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣. 策略.,快速。在一個非<b><i>精英</i></b>敵人將要攻擊你所在地點的另一位調查員時打出。改為與該敵人交戰並結算它對你的攻擊。然後，對其造成1點傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03106.png,1.25,0,118,Cynthia Sheppard,ThePathToCarcosa,106
解剖圖表 [Seeker][event],,解剖圖表,,Seeker,None,None,1,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,"快速。在任意調查員的回合中打出。你剩餘神智值為5點或以上時才可打出。
選擇你所在地點中一個非<b><i>精英</i></b>敵人。在當前調查員回合結束前，該敵人-2攻擊並-2躲避。","
它們再怎樣也只是動物。但那只是我們的想法。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03108.png,1.25,0,118,Stephen Somers,ThePathToCarcosa,108
放著我來！ [Guardian][event],,"""放著我來！""",,Guardian,None,None,0,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,"快速。另一位調查員抽取了1張非禍害遭遇卡後，結算該卡牌效果前打出。
改為你被視為抽取了該遭遇卡。結算該卡牌的顯現效果時，你每項技能+2。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03022.png,1.25,0,118,Nicholas Gregory,ThePathToCarcosa,22
時刻警惕 (1) [Guardian][event],,時刻警惕,,Guardian,None,None,0,1,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略.,每次1張，打出你手牌中最多3張支援卡，每張資源費用減少1點。,"
不得不說，
洛根這傢伙對世界末日真的留了一手。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03023.png,1.25,0,118,Mauro Dal Bo,ThePathToCarcosa,23
殫精竭慮 [Seeker][event],,殫精竭慮,,Seeker,None,None,2,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,選擇你所在地點的一位調查員。該調查員在其牌堆頂部的6張卡牌中查找並抽取1張卡牌，並且混洗自己的牌堆。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03026.png,1.25,0,118,Ilich Henriquez,ThePathToCarcosa,26
障眼戲法 [Rogue][event],,障眼戲法,,Rogue,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",技巧.,快速。只能在你回合中打出。將手牌中的一張<b><i>道具</i></b>支援卡放置入場。當你回合結束時，如果該支援卡還在場上，將其收回你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03029.png,1.25,0,118,Ilich Henriquez,ThePathToCarcosa,29
藝高膽大 [Rogue][event],,藝高膽大,,Rogue,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",局勢.,"快速。在你技能檢定將要成功時打出。
這次技能檢定你+2技能值。","
""麥克格倫，你想讓我們兩個都送命嗎？""
""這次不會了，夥計。這次不會了。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03030.png,1.25,0,118,Darek Zabrocki,ThePathToCarcosa,30
解錮靈魂 [Mystic][event],,解錮靈魂,,Mystic,None,None,0,0,None,None,None,None,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,打出你手牌中一張<b><i>法術</i></b>或<b><i>儀式</i></b>，其資源費用降低3點。,"
力量攫獲了她，讓她渾身戰慄，痙攣。
能量與她融為一體，
然後，她睜開了雙眼……",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03033.png,1.25,0,118,Antonio José Manzanedo,ThePathToCarcosa,33
星界旅行 [Mystic][event],,星界旅行,,Mystic,None,None,3,0,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",法術.,<b>移動</b>。移動到任意一個已揭示的地點並從混亂袋中隨機抽取1個標記。如果抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，你必須丟棄一張你控制的<b><i>道具</i></b>或<b><i>盟友</i></b>支援卡(如果你不能這麼做，則受到1點傷害)。,"
跨維度的旅行存在著風險，這他很清楚。但誰能抗拒那超越時空的疆域呢?",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03034.png,1.25,0,118,Adam Schumpert,ThePathToCarcosa,34
藏身地點 [Survivor][event],,藏身地點,,Survivor,None,None,1,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略. 技巧.,"快速。將藏身地點疊加到一個任意地點。
被疊加地點上每名非<b><i>精英</i></b>敵人獲得冷漠。
<b>強制</b> - 當敵軍階段結束時，如果該地點上有準備的敵人：丟棄藏身地點。","
一隻羊、兩隻羊……",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03038.png,1.25,0,118,Adam Schumpert,ThePathToCarcosa,38
單打獨鬥 (1) [Guardian][event],,單打獨鬥,,Guardian,None,None,0,1,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣. 果斷.,"只可作為你的第一個行動打出。
對與你交戰的一個敵人造成1點傷害。此行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03229.png,1.25,0,118,Mauro Dal Bo,ThePathToCarcosa,229
捷徑 (2) [Seeker][event],,捷徑,,Seeker,None,None,1,2,None,None,None,None,Agility,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察. 策略.,"快速。只能在你回合中打出。
疊加到你所在地點。被疊加的地點獲得：""<fre>消耗捷徑：<b>移動</b><i>(到一個連接地點)</i>，位於該地點的所有調查員均可觸發此能力。""<i>(FAQ, v1.4)</i>","
你對這小鎮瞭如指掌。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03232.png,1.25,0,118,Derk Venneman,ThePathToCarcosa,232
中途伏擊 [Survivor][event],,中途伏擊,,Survivor,None,None,3,0,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略.,選擇你所在地點一個消耗的非<b><i>精英</i></b>敵人並檢定<agi>(X)，其中X為該敵人的躲避值。如果你成功，擊敗該敵人。,"
""結……結束了嗎？""她跪倒在地，雙手顫抖不止，""終於結束了嗎？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03237.png,1.25,0,118,Matthew Cowdery,ThePathToCarcosa,237
不期而遇 (2) [Survivor][event],,不期而遇,,Survivor,None,None,X,2,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",幸運.,選擇任意玩家棄牌堆中的一張打印資源費用為X的<b><i>盟友</i></b>支援。將該支援放置入場，置於你的控制之下。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03238.png,1.25,0,118,David Auden Nash,ThePathToCarcosa,238
應急物品 (3) [Neutral][event],,應急物品,,Neutral,None,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",供給.,獲得4資源，或者將4補給標記分配給你所在地點的調查員控制的支援卡，或者以任意形式組合，分配的補給標記總數為4。,"
俗話說多多益善。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03239.png,1.25,0,118,Vincent Dutrait,ThePathToCarcosa,239
埋伏 (1) [Guardian][event],,埋伏,,Guardian,None,None,2,1,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略.,"疊加到你所在地點。
如果被疊加的地點沒有調查員，丟棄埋伏。
<b>強制</b> - 有敵人生成在被疊加的地點後：對該敵人造成2點傷害並丟棄埋伏。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03148.png,1.25,0,118,Monztre,ThePathToCarcosa,148
預先警告 (1) [Seeker][event],,預先警告,,Seeker,None,None,0,1,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",洞察.,"快速。在你抽出一張非弱點詭計卡時打出。
將你的1個線索放置到你所在地點上。然後，取消該卡牌的顯現效果。","
知己知彼者，百戰不殆。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03150.png,1.25,0,118,Mark Molnar,ThePathToCarcosa,150
偷襲 (2) [Rogue][event],,偷襲,,Rogue,None,None,2,2,None,None,None,None,Combat,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",策略.,對你所在地點的一個未與你交戰的敵人造成2點傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03152.png,1.25,0,118,Stanislav Dikolenko,ThePathToCarcosa,152
靈力風暴 [Mystic][event],,靈力風暴,,Mystic,None,None,3,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",法術.,"<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。如果你成功，這次攻擊不造成基礎傷害，而是對被攻擊敵人所在地點的每名敵人造成2點傷害<i>(所有額外傷害只對受到攻擊的敵人造成)</i>。<i>(FAQ, v2.0)</i>如果這次攻擊中抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，對所在地點每位調查員造成1點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03153.png,1.25,0,118,Monztre,ThePathToCarcosa,153
戰鬥或逃跑 [Survivor][event],,戰鬥或逃跑,,Survivor,None,None,1,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,"快速。只能在你回合中打出。
直到本輪結束，你獲得+X<com>和+X<agi>，其中X等於你身上的恐懼數量。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03155.png,1.25,0,118,Priscilla Kim,ThePathToCarcosa,155
意志考驗 (1) [Survivor][event],,意志考驗,,Survivor,None,None,1,1,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",勇氣.,"快速。在你所在地點的一位調查員抽出一張非弱點詭計卡時打出。
取消該卡牌的顯現效果。放逐意志考驗。","
無論是否看得到希望，你所能做的只有抵抗。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03156.png,1.25,0,118,Stanislav Dikolenko,ThePathToCarcosa,156
吉人天相 (1) [Survivor][event],,吉人天相,,Survivor,None,None,1,1,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",幸運.,"快速。在你受到傷害和/或恐懼時打出。
取消最多10點你剛才受到的傷害和/或恐懼。放逐吉人天相。","
""那可是我最喜歡的帽子！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03157.png,1.25,0,118,John Pacer,ThePathToCarcosa,157
施恩求報 [Neutral][event],,施恩求報,,Neutral,None,None,1,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",恩惠.,選擇一張你控制的<b><i>盟友</i></b>支援卡並將其返回你的手牌。然後，在你牌堆頂部9張卡牌中查找並打出一張<b><i>盟友</i></b>支援卡，其費用降低X點，其中X為返回你手牌的<b><i>盟友</i></b>支援卡的費用。混洗你的牌堆。,"
""接線員，你先不要掛，等我一下。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03158.png,1.25,0,118,Adam Lane,ThePathToCarcosa,158
荒唐的素描像 (2) [Seeker][event],,荒唐的素描像,,Seeker,None,None,0,2,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",洞察.,"只能在你所在地點有線索時打出。
抽取3張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\51003.png,1.25,0,118,German Nobile,TheDunwichLegacy,3
走私品 (2) [Rogue][event],,走私品,,Rogue,None,None,3,2,None,None,None,None,Intellect,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",供給. 違法.,"選擇一張你所在地點的調查員控制的支援卡。選擇以下一項：
<bul> 在該支援卡上放置2子彈或補給標記並抽取1張卡牌。
<bul> 將該支援卡上的子彈或補給標記數量翻倍。","
管他違不違法，能辦事就成。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\51005.png,1.25,0,118,Matt Bradbury,TheDunwichLegacy,5
逃跑本能 (2) [Rogue][event],,逃跑本能,,Rogue,None,None,0,2,None,None,None,None,Agility,Agility,Intellect,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",技巧.,"快速。在敵人將要進入你所在地點時打出。
立刻移動到一個連接地點。(該敵人依然進入你原本地點。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\51006.png,1.25,0,118,JB Casacop,TheDunwichLegacy,6
哎呀！ (2) [Survivor][event],,哎呀！,,Survivor,None,None,2,2,None,None,None,None,Agility,Combat,Combat,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",幸運.,"快速。在你攻擊失敗，並且低於難度3點及以內後打出。
對你所在地點的任意一名敵人造成該次攻擊的傷害。如果被攻擊的敵人與另一位調查員交戰，這次攻擊不會對該調查員造成傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\51009.png,1.25,0,118,Mariusz Gandzel,TheDunwichLegacy,9
炸藥爆破 (2) [Guardian][event],,炸藥爆破,,Guardian,None,None,4,2,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",策略.,選擇你所在地點或一個連接的地點。對所選地點的每名敵人和每位調查員各造成3點傷害。此行動不會引起趁亂攻擊。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\50002.png,1.25,0,118,Dimitri Bielak,ReturnToTheNightOfTheZealot,2
屏障 (3) [Seeker][event],,屏障,,Seeker,None,None,0,3,None,None,None,None,Agility,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",洞察. 策略.,"疊加到你所在地點。
非<b><i>精英</i></b>敵人不能移動進入或生成在疊加地點。每當有非<b><i>精英</i></b>敵人將要生成在疊加地點，便改為將其生成在一個連接地點(如果可能的話)。
<b>強制</b> - 在一位調查員離開疊加地點時：丟棄屏障。<i>(Errata v1.4)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\50004.png,1.25,0,118,Stephen Somers,ReturnToTheNightOfTheZealot,4
百戰百勝 (2) [Rogue][event],,百戰百勝,,Rogue,None,None,5,2,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",幸運.,獲得10個資源。,"
""我又贏囉！親愛的真是抱歉，你今晚只是運氣有點差。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\50006.png,1.25,0,118,Sara Biddle,ReturnToTheNightOfTheZealot,6
記憶抹消 (3) [Mystic][event],,記憶抹消,,Mystic,None,None,1,3,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術.,"快速。在一個階段開始後打出。
選擇你所在地點的一名非<b><i>精英</i></b>敵人。減少所選敵人的傷害值和恐懼值各1點，並將其文字框視為空白(除<b><i>屬性</i></b>外)，直到本階段結束。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\50008.png,1.25,0,118,Rafał Hrynkiewicz,ReturnToTheNightOfTheZealot,8
吃槍子吧！ [Guardian][event],,"""吃槍子吧！""",,Guardian,None,None,1,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",策略.,"快速。在你啟動<b><i>槍械</i></b>支援卡上的<b>攻擊</b>能力時打出。
花費該支援卡上的額外1子彈。本次攻擊中，在你抽取混亂標記時，抽取額外1個混亂標記。選擇其中一個結算並忽略其餘標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\52002.png,1.25,0,118,David Demaret,ReturnToThePathToCarcosa,2
邏輯推理 (4) [Seeker][event],,邏輯推理,,Seeker,None,None,2,4,None,None,None,None,Willpower,Willpower,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",洞察.,你每有1個線索(最多3個)，治癒你所在地點的一位調查員的2點恐懼，或丟棄你所在地點的1張<b><i>恐怖</i></b>卡牌。,"
""我是活著的最智慧的人，因為我知道一件事，那就是我知道我一無所知。""
<cite>《理想國》，柏拉圖著</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\52003.png,1.25,0,118,Andreas Zafiratos,ReturnToThePathToCarcosa,3
靈力風暴 (3) [Mystic][event],,靈力風暴,,Mystic,None,None,3,3,None,None,None,None,Combat,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術.,"<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。你這次攻擊獲得+2<wil>。如果你成功，這次攻擊不造成基礎傷害，而是對被攻擊敵人所在地點的每個敵人造成3點傷害<i>(所有額外傷害只對受到攻擊的敵人造成)</i>。<i>(FAQ, v2.0)</i>如果這次攻擊中抽出<sku>、<cul>、<tab>、<mon>或<ten>標記，對所在地點每位調查員造成2點傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\52008.png,1.25,0,118,Monztre,ReturnToThePathToCarcosa,8
勇闖火線 (3) [Survivor][event],,勇闖火線,,Survivor,None,None,2,3,None,None,None,None,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",勇氣.,"快速。只能在你的回合中打出。
你回合結束之前，將你所有技能的基礎值設為5，或將你一項技能的基礎值設為7。","
只有在你性命受到威脅時，你才會認識到自己能力的極限。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54010.png,1.25,0,118,Javier Charro Martinez,ReturnToTheCircleUndone,10
鮮血失色 (1) [Guardian][event],,鮮血失色,,Guardian,None,None,1,1,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術. 勇氣.,"作為打出鮮血失色的額外費用，受到2點傷害。
<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。這次攻擊中你+2<wil>並造成+2傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53001.png,1.25,0,118,Ryohei Hase,ReturnToTheForgottenAge,1
去偽存真 (2) [Seeker][event],,去偽存真,,Seeker,None,None,1,2,None,None,None,None,Intellect,Intellect,Intellect,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",洞察.,在你所在地點上的調查員控制的支援卡上放置總共2秘密(如果你所在地點有線索，改為3秘密)。,"
""你怎麼知道我是瘋的？""愛麗絲說。
""你肯定瘋了。""柴郡貓說，""不然你不會到這兒來。""
<cite>路易斯·卡羅，《愛麗絲夢遊仙境》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53003.png,1.25,0,118,Maggie Ivy,ReturnToTheForgottenAge,3
改變命運 (1) [Survivor][event],,改變命運,,Survivor,None,None,3,1,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術. 祝福.,選擇並丟棄場上一張沒有疊加到<b><i>精英</i></b>敵人的非弱點詭計卡。,"
我們的命運由自己書寫。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53009.png,1.25,0,118,Stanislav Dikolenko,ReturnToTheForgottenAge,9
舒緩旋律 [Guardian][event],,舒緩旋律,,Guardian,None,None,0,0,None,None,None,None,Agility,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,"綁定(聖化之鏡)。
治癒你所在地點的調查員和/或<b><i>盟友</i></b>支援卡的2點傷害或2恐懼(或者以任意方式組合，總計2點)。抽取1張卡牌。","
……他們的歌聲融入月光，
融入那淒美靜謐的夜光……
<cite>保羅·魏爾倫，《月光》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05314.png,1.25,0,118,Nele Diel,TheCircleUndone,314
我見過更糟的…… (2) [Guardian][event],,"""我見過更糟的……""",,Guardian,None,None,0,2,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",勇氣.,"快速。在你受到傷害和/或恐懼時打出。
取消你這次受到的最多2點傷害和/或恐懼。然後，獲得同等數量的資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05315.png,1.25,0,118,Tiziano Baracchi,TheCircleUndone,315
鮮血儀式 [Seeker][event],,鮮血儀式,,Seeker,None,None,0,0,None,None,None,None,Combat,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,"綁定(密教辭典)。
抽取2張卡牌。丟棄你最多2張手牌。每有1張卡牌因此被丟棄，你可以獲得1資源，或花費1資源來對你所在地點的1名敵人造成1點傷害。此行動不會引起趁亂攻擊。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05317.png,1.25,0,118,Andreia Ugrai,TheCircleUndone,317
窺看不思議之事 (5) [Seeker][event],,窺看不思議之事,,Seeker,None,None,1,5,None,None,None,None,Intellect,Intellect,Intellect,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察.,將你手牌中任意數量的非弱點卡牌混洗入你的牌堆。抽取卡牌，直到手牌數量達到上限。將窺看不思議之事移出遊戲。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05318.png,1.25,0,118,Brian Valenzuela,TheCircleUndone,318
你欠我一次！ [Rogue][event],,"""你欠我一次！""",,Rogue,None,None,0,0,None,None,None,None,Agility,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",恩惠. 局勢.,查看另一位調查員的手牌。你可以打出該調查員手牌中的一張非弱點卡牌，置於你的控制之下。如果你這麼做，你和該調查員每人抽取1張卡牌。,"
""對對，當然了。你之前三次也是這麼說的。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05319.png,1.25,0,118,James Hall,TheCircleUndone,319
誘敵深入 (2) [Survivor][event],,誘敵深入,,Survivor,None,None,1,2,None,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",技巧.,"疊加到你所在地點或一個連接地點。
在敵人階段中，每名敵人不以正常移動方向移動，改為以最短路現朝向疊加地點移動。
 <b>強制</b> - 疊加狀態下，當一輪結束時：丟棄誘敵深入。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05323.png,1.25,0,118,Sebastian Rodriquez,TheCircleUndone,323
美滿結局 (3) [Survivor][event],,美滿結局,,Survivor,None,None,2,3,None,None,None,None,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",幸運. 祝福.,"快速。在你技能檢定中抽出1個會令你的技能值減少到零的混亂標記時打出(包括<ten>標記)。
取消該標記並改為將其視為<eld>標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05324.png,1.25,0,118,Julian Kok,TheCircleUndone,324
恐怖揭露 [Seeker][event],,恐怖揭露,,Seeker,None,None,0,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",勇氣.,發現你所在地點的3個線索。將你任意數量的線索交給其他一位調查員，或將你任意數量的線索放置在任意一個地點上。你被擊敗並受到1點精神創傷。此行動不會引起趁亂攻擊。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05275.png,1.25,0,118,David Auden Nash,TheCircleUndone,275
幫個小忙 [Rogue][event],,幫個小忙,,Rogue,None,None,2,0,None,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",恩惠. 服務.,"對你所在地點的一名非<b><i>精英</i></b>敵人造成1點傷害。
<rea>在你打出幫個小忙時，提升其費用2點：將""造成1點傷害""變為""造成2點傷害""。
<rea>在你打出幫個小忙時，提升其費用2點：將""你所在地點""變為""1個與你所在地點之間連接次數不超過2的地點""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05277.png,1.25,0,118,John Pacer,TheCircleUndone,277
否決存在 (5) [Mystic][event],,否決存在,,Mystic,None,None,0,5,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術. 悖論.,"快速。在遭遇卡或一名敵人攻擊將會導致你執行以下一項(選擇一項)時打出：丟棄手牌、失去資源、失去行動、受到傷害或受到恐懼。
你忽略該效果的影響。然後，對應地執行與之相反的效果(抽取卡牌、獲得資源、獲得額外行動、治癒傷害或治癒恐懼)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05280.png,1.25,0,118,Ilich Henriquez,TheCircleUndone,280
勇闖火線 [Survivor][event],,勇闖火線,,Survivor,None,None,3,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",勇氣.,"快速。只能在你回合中打出。
選擇你的一項技能。直到你的回合結束，將該技能的基礎值設為5。","
只有在你性命受到威脅時，你才會認識到自己能力的極限。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05281.png,1.25,0,118,Javier Charro Martinez,TheCircleUndone,281
偷樑換柱 (3) [Survivor][event],,偷樑換柱,,Survivor,None,None,1,3,None,None,None,None,Agility,Agility,Intellect,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",技巧.,"選擇以下一項：
<bul> <b>躲避</b>。如果你成功且該敵人為非<b><i>精英</i></b>，躲避該敵人並將其移動到一個連接地點。
<bul> <b>躲避</b>。只能對連接地點的一名非<b><i>精英</i></b>敵人使用，如果你成功，躲避並與該敵人交換地點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05282.png,1.25,0,118,Rafał Hrynkiewicz,TheCircleUndone,282
拷問 [Guardian][event],,拷問,,Guardian,None,None,2,0,None,None,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",策略. 洞察.,<b>談判</b>。選擇你所在地點的一名<b><i>類人</i></b>敵人並檢定<com>(3)。這次檢定難度+X，X為所選敵人的傷害值。如果你成功，發現你所在地點的1個線索和其它任意地點的1個線索。,"
他在隱瞞著什麼……但他為什麼要隱瞞？",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05020.png,1.25,0,118,John Pacer,TheCircleUndone,20
劫數延後 [Guardian][event],,劫數延後,,Guardian,None,None,2,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察. 勇氣. 策略.,"快速。只能在你回合中打出。疊加到你所在地點的一位調查員，置於該調查員的控制之下。
<rea>在你受到傷害和/或恐懼時：丟棄劫數延後並取消你這次受到的全部傷害和/或恐懼。
<b>強制</b> - 在神話階段結束時：你必須花費2資源或丟棄劫數延後。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05021.png,1.25,0,118,Stephen Somers,TheCircleUndone,21
串聯線索 [Seeker][event],,串聯線索,,Seeker,None,None,4,0,None,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",洞察.,"快速。在你發現你所在地點最後一個線索後打出。
發現一個地點的2個線索，該地點的打印隱藏值須低於你所在地點。","
他們曾認為你變得不可理喻。偏執。妄想。但結果證明，你一直以來都是對的。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05025.png,1.25,0,118,Quintin Gleim,TheCircleUndone,25
