file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
教皇·V (3) [Mystic][asset],,教皇·V,你真正的主人在等待,Mystic,None,None,3,3,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",塔羅.,"你擁有額外1個法術槽。
你的法術槽可以用來攜帶佔用飾品槽位的卡牌，反之亦然。
<rea>在遊戲開始時，如果教皇·V在你起始手牌中：將其放置入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54007.png,1.25,0,90,Robert Laskey,ReturnToTheCircleUndone,7
魔法手勢 (3) [Mystic][asset],,魔法手勢,,Mystic,None,None,3,3,1 Hand,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",儀式. 才能.,"快速。
你擁有額外1個法術槽，只能用來攜帶一張<b><i>法術</i></b>或<b><i>儀式</i></b>支援。
<rea>在你啟動一張<b><i>法術</i></b>或<b><i>儀式</i></b>支援上的一個<act>能力後，消耗魔法手勢：啟動你控制的一張不同的<b><i>法術</i></b>或<b><i>儀式</i></b>支援上的一個<act>能力<i>(無需支付其<act>費用)</i>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54008.png,1.25,0,90,John Pacer,ReturnToTheCircleUndone,8
權杖九 (3) [Survivor][asset],,權杖九,每次嘗試都是一場教訓,Survivor,None,None,3,3,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",塔羅.,"<rea>在你抽取一張非弱點遭遇卡時，消耗權杖九：取消該卡牌的所有效果並將其洗回遭遇牌堆。然後，從遭遇牌堆頂再抽取1張卡牌。
<rea>在遊戲開始時，如果權杖九在你起始手牌中：將其放置入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54009.png,1.25,0,90,Robert Laskey,ReturnToTheCircleUndone,9
愚人·0 (3) [Neutral][asset],,愚人·0,無限可能,Neutral,None,None,3,3,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",塔羅.,"<rea>在你打出一張卡牌時，消耗愚人·0：該卡牌的費用減少1點。
<rea>在遊戲開始時，如果愚人·0在你起始手牌中：將其放置入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54011.png,1.25,0,90,Robert Laskey,ReturnToTheCircleUndone,11
月亮掛墜 (2) [Neutral][asset],,月亮掛墜,,Neutral,None,None,2,2,Accessory,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",道具. 守護.,"你擁有額外1個塔羅槽位。
你手中或投入到技能檢定中的每張非弱點<b><i>塔羅</i></b>支援獲得<wild><wild>。
<rea>在遊戲開始時，如果月亮掛墜在你起始手牌中：將其放置入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54012.png,1.25,0,90,Drazenka Kimpel,ReturnToTheCircleUndone,12
觀測 (4) [Neutral][asset],,觀測,,Neutral,None,None,-,4,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2021 FFG</family>",祝福.,"永久。每位調查員限制1張。
在每場遊戲設置前，從塔羅牌堆抽取3張隨機塔羅牌並選擇其中1張。將選擇的牌以正位放在你的面前。其他每位調查員忽略該牌效果。將其餘牌洗回塔羅牌堆。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\54013.png,1.25,0,90,Allan Bednar,ReturnToTheCircleUndone,13
求生匕首 (2) [Guardian][asset],,求生匕首,,Guardian,None,None,2,2,1 Hand,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 近戰.,"<act>：<b>攻擊</b>。這次攻擊中你+2<com>。
<rea>在一個敵人在敵軍階段攻擊你時<i>(在該次攻擊結算之前)</i>，消耗求生匕首：<b>攻擊</b>。這次攻擊將剛剛發動攻擊的敵人作為目標。這次攻擊中你+2<com>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53002.png,1.25,0,90,Robert Laskey,ReturnToTheForgottenAge,2
古代巨石 (4) [Seeker][asset],,古代巨石,一瞬思維,Seeker,None,None,2,4,1 Hand,None,None,None,Agility,Agility,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物.,"研究。<i>(FAQ, v2.0)</i>
使用(X秘密)。X為""你鑒定了古代巨石""旁括號內的數字。
<rea>在你抽取任何數量的卡牌時，花費等量的秘密：移動等量的次數。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53004.png,1.25,0,90,Greg Bobrowski,ReturnToTheForgottenAge,4
彩飾骷髏 (3) [Rogue][asset],,彩飾骷髏,不祥之物招致厄運,Rogue,None,None,0,3,Accessory,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物. 詛咒縈繞.,"使用(0充能)。
<rea>在你所在地點有調查員、<b><i>盟友</i></b>支援卡或敵人被擊敗後：將1資源<i>(從供應堆拿取)</i>放到彩飾骷髏上，視為充能。
<act>花費最多3充能：抽取等量的卡牌並獲得等量的資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53005.png,1.25,0,90,A.L. Ashbaugh,ReturnToTheForgottenAge,5
柯爾特袖珍手槍 (2) [Rogue][asset],,柯爾特袖珍手槍,,Rogue,None,None,2,2,1 Hand,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 武器. 槍械. 違法.,"使用(5子彈)。
<act>花費1子彈：<b>攻擊</b>。這次攻擊中你+2<com>。這次攻擊造成+1傷害。
<b>強制</b> - 當本輪結束時，如果你觸發過柯爾特袖珍手槍的""<act>""能力：丟棄柯爾特袖珍手槍。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53006.png,1.25,0,90,Dual Brush Studios,ReturnToTheForgottenAge,6
拉萊耶迷霧 (2) [Mystic][asset],,拉萊耶迷霧,,Mystic,None,None,2,2,1 Arcane,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",法術.,"使用(5充能)。
<act>花費1充能：<b>躲避</b>。這次躲避嘗試不使用<agi>，改為使用<wil>。這次躲避嘗試你+1<wil>。如果你成功，在躲避所選敵人後，你可以移動到一個連接地點。如果在本次躲避嘗試期間抽出<sku>、<cul>、<tab>、<mon>或<ten>符號，從你手牌中選擇並丟棄1張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53007.png,1.25,0,90,Justin Adams,ReturnToTheForgottenAge,7
鑽地魔蟲之石 (3) [Mystic][asset],1,鑽地魔蟲之石,幽暗的路標,Mystic,None,None,2,3,1 Hand,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具. 遺物. 詛咒縈繞.,"封印(<sku>、<cul>、<tab>或<mon>)。使用(3充能)。如果鑽地魔蟲之石沒有充能，則將其返回手牌。
<b>強制</b> - 在你在技能檢定中抽出<ten>標記後：移除鑽地魔蟲之石的1充能。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53008.png,1.25,0,90,Matt Zeilinger,ReturnToTheForgottenAge,8
自食其力 (3) [Survivor][asset],,自食其力,,Survivor,None,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",才能.,"卓越。永久。
你的調查員獲得：""<b>牌組構建限制</b>：無佔用盟友槽的支援卡。""
<rea>在你打出一張<sur>事件時，消耗自食其力：該事件費用減少2點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53010.png,1.25,0,90,Alexander Kozachenko,ReturnToTheForgottenAge,10
背包 (2) [Neutral][asset],,背包,,Neutral,None,None,1,2,Body,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",道具.,"<rea>在背包入場後：查找你牌堆頂部12張卡牌，找出最多3張非弱點的<b><i>道具</i></b>或<b><i>供給</i></b>卡牌，並將這些卡牌面朝下疊加到背包。混洗你的牌堆。
可以打出疊加到背包的卡牌，如同這些卡牌在你的手牌中。如果沒有卡牌疊加到背包，則將其丟棄。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\53011.png,1.25,0,90,Adam Lane,ReturnToTheForgottenAge,11
聖化之鏡 [Guardian][asset],,聖化之鏡,,Guardian,None,None,2,0,Accessory,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 密教. 祝福.,"每副牌組限制1張。
<b>強制</b> - 在聖化之鏡入場後：在你的綁定卡牌中查找3張舒緩旋律。將其中1張加入你的手牌並將其餘2張混洗入你的牌堆。在聖化之鏡離場時，找出所有的舒緩旋律(不論其是否在場)並將其放在一邊，位於場外。<i>(FAQ, v2.0)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05313.png,1.25,0,90,John Pacer,TheCircleUndone,313
密教辭典 [Seeker][asset],,密教辭典,,Seeker,None,None,2,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 書籍. 密教.,"每副牌組限制1張。
<b>強制</b> - 在密教辭典入場後：在你的綁定卡牌中查找3張鮮血儀式。將其中1張加入你的手牌並將其餘2張混洗入你的牌堆。在密教辭典離場時，找出所有的鮮血儀式(不論其是否在場)並將其放在一邊，位於場外。<i>(FAQ, v2.0)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05316.png,1.25,0,90,Dimitri Bielak,TheCircleUndone,316
超級加倍 (4) [Rogue][asset],,超級加倍,,Rogue,None,None,4,4,1 Arcane,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",儀式.,"卓越。
<rea>在你打出一張事件卡後，消耗超級加倍：再次打出該事件卡，如同其在你手牌中。","
怪鳥在鳴嘯：""時候到了，時候到了。""
<cite>威廉·莎士比亞，《麥克白》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05320.png,1.25,0,90,Tiziano Baracchi,TheCircleUndone,320
凋零術 (4) [Mystic][asset],,凋零術,,Mystic,None,None,2,4,1 Arcane,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,<act>：<b>攻擊</b>。這次攻擊不使用<com>，改為使用<wil>。這次攻擊你+2<wil>。如果這次攻擊抽出<sku>、<cul>、<tab>或<mon>符號，受到攻擊的敵人在本回合剩餘時間內-1攻擊、-1生命值、-1躲避(最低減至1)。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05321.png,1.25,0,90,Damien Worm,TheCircleUndone,321
第六感 (4) [Mystic][asset],,第六感,,Mystic,None,None,3,4,1 Arcane,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",法術.,<act>：<b>調查</b>。不使用<int>，改為使用<wil>調查。這次調查你+2<wil>。如果這次檢定抽出<sku>、<cul>、<tab>或<mon>符號，你可以選擇與你所在地點之間連接次數不超過2的一個已揭示地點；如同你在所在地點調查的同時，也在所選地點調查 (你可以使用兩個地點中任意一個地點的隱藏值)。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05322.png,1.25,0,90,Brian Valenzuela,TheCircleUndone,322
點45湯姆遜衝鋒槍 (3) [Guardian][asset],,.45湯姆遜衝鋒槍,,Guardian,None,None,6,3,2 Hands,None,None,None,Combat,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 武器. 槍械. 違法.,"使用(5子彈)。
將.45湯姆遜衝鋒槍花費的子彈放進你的資源池，作為資源。
<act>花費1子彈：<b>攻擊</b>。你這次攻擊+2<com>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05186.png,1.25,0,90,Robert Laskey,TheCircleUndone,186
點45湯姆遜衝鋒槍 (3) [Rogue][asset],,.45湯姆遜衝鋒槍,,Rogue,None,None,5,3,2 Hands,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 武器. 槍械. 違法.,"使用(5子彈)。
<act>花費1子彈：<b>攻擊</b>。你這次攻擊+2<com>並造成+1傷害。如果你成功並超過難度至少X點，你可以花費1子彈來對你所在地點的另一名敵人造成這次攻擊的傷害，X為該敵人的攻擊值。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05187.png,1.25,0,90,Robert Laskey,TheCircleUndone,187
秘密捲軸 (3) [Seeker][asset],,秘密捲軸,,Seeker,None,None,1,3,1 Hand,None,None,None,Intellect,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 書籍.,"使用(3秘密)。
<act>消耗秘密捲軸並花費1秘密：查看任意一位調查員牌堆或遭遇牌堆底部的3張卡牌。你可以丟棄其中1張。你可以將其中1張加入其所有者的手牌。將其中剩餘的卡牌以任意順序放到該牌堆底部或者頂部。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05188.png,1.25,0,90,Matthew Cowdery,TheCircleUndone,188
秘密捲軸 (3) [Mystic][asset],,秘密捲軸,,Mystic,None,None,1,3,1 Hand,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 書籍.,"使用(4秘密)。
<act>消耗秘密捲軸並花費1秘密：查看任意一位調查員牌堆或遭遇牌堆頂部或底部的卡牌。然後，丟棄該卡牌、將其加入其所有者的手牌，或將其放到該牌堆底部或者頂部。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05189.png,1.25,0,90,Matthew Cowdery,TheCircleUndone,189
田納西酸麥芽威士忌 (3) [Rogue][asset],,田納西酸麥芽威士忌,,Rogue,None,None,3,3,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 違法.,"快速。使用(2補給)。
<fre>消耗田納西酸麥芽威士忌並花費1補給：你在詭計卡的一次技能檢定中+3<wil>。
<act>丟棄田納西酸麥芽威士忌：<b>攻擊</b>。你這次攻擊+3 <com>並造成+1傷害。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05190.png,1.25,0,90,Greg Bobrowski,TheCircleUndone,190
田納西酸麥芽威士忌 (3) [Survivor][asset],,田納西酸麥芽威士忌,,Survivor,None,None,2,3,None,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 違法.,"使用(3補給)。
<fre>消耗田納西酸麥芽威士忌並花費1補給：你在詭計卡的一次技能檢定中+2<wil>。
<act>丟棄田納西酸麥芽威士忌：<b>攻擊</b>。你這次攻擊+3<com>。如果這次攻擊目標為一名非<b><i>精英</i></b>敵人並成功，自動躲避該敵人。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05191.png,1.25,0,90,Greg Bobrowski,TheCircleUndone,191
附魔劍 (3) [Guardian][asset],,附魔劍,,Guardian,None,None,3,3,1 Hand,1 Arcane,None,None,Combat,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 武器. 近戰.,"使用(3充能)。
<act>：<b>攻擊</b>。你這次攻擊+2<com>。如果你成功，你可以花費1充能來為劍附魔，這次攻擊造成+1傷害。如果劍已附魔且這次攻擊擊敗1名敵人，抽取1張卡牌並治癒1點恐懼。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05192.png,1.25,0,90,Tiziano Baracchi,TheCircleUndone,192
附魔劍 (3) [Mystic][asset],,附魔劍,,Mystic,None,None,3,3,1 Hand,1 Arcane,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物. 武器. 近戰.,"使用(4充能)。
<act>：<b>攻擊</b>。你這次攻擊+2<com>。作為使用這個能力的額外費用，你可以花費最多2充能來為劍附魔(每以此方式花費1充能，你這次攻擊再+1<com>並造成+1傷害)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05193.png,1.25,0,90,Tiziano Baracchi,TheCircleUndone,193
恐怖圖騰 (3) [Seeker][asset],,恐怖圖騰,,Seeker,None,None,3,3,Accessory,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 守護. 詛咒縈繞.,<rea>在你將一張卡牌投入技能檢定後，消耗恐怖圖騰：你選擇該卡牌已有的任意一個技能圖標，該卡牌額外獲得該圖標。如果該技能檢定成功，執行該檢定的調查員抽取1張卡牌。,"
當時應該馬上把它丟掉的。但我們又怎麼知道呢？",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05194.png,1.25,0,90,Ethan Patrick Harris,TheCircleUndone,194
恐怖圖騰 (3) [Survivor][asset],,恐怖圖騰,,Survivor,None,None,2,3,Accessory,None,None,None,Agility,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 守護. 祝福.,<rea>在你將一張卡牌投入技能檢定後，消耗恐怖圖騰：你選擇該卡牌已有的任意一個技能圖標，該卡牌額外獲得該圖標。如果該技能檢定失敗，將該卡牌返回你的手牌。,"
當時應該馬上把它丟掉的。但我們又怎麼知道呢？",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05195.png,1.25,0,90,Ethan Patrick Harris,TheCircleUndone,195
委員會的保險箱 (2) [Neutral][asset],1,委員會的保險箱,箱子裡面是什麼？,Neutral,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 遺物.,"使用(1[per_investigator]鎖頭)。如果委員會的保險箱上沒有鎖頭，每位調查員在自己的牌堆或棄牌堆中查找並立即免費打出任意一張卡牌。放逐委員會的保險箱。(每個劇本最多1次。)
<act><act>：檢定任意一項技能(5)。如果你成功，移除1個鎖頭。你所在地點的任何調查員都可以啟動這個能力。
<b>卡牌設計於阿卡姆之夜2017理事會。</b>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05196.png,1.25,0,90,Mauro Dal Bo,TheCircleUndone,196
MK1手榴彈 (4) [Guardian][asset],,MK1手榴彈,,Guardian,None,None,3,4,None,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 武器. 遠程.,"使用(3補給)。如果MK1手榴彈沒有補給，則將其丟棄。
<act>花費1補給：<b>攻擊</b>。你這次攻擊+2<com>。如果這次攻擊成功，不造成基礎傷害，改為對被攻擊敵人所在地點的每個敵人和其他每位調查員造成2點傷害<i>(所有額外傷害只對被攻擊敵人造成)。</i><i>(FAQ, v2.0)</i>","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05273.png,1.25,0,90,Greg Bobrowski,TheCircleUndone,273
特工支援 (5) [Guardian][asset],,特工支援,,Guardian,None,None,7,5,Ally,None,4,4,Combat,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 特工.,"對你所在地點其他調查員造成的傷害和/或恐懼可以被分配到特工支援。
<fre>消耗特工支援並對其造成1點傷害：對你所在地點的1名敵人造成1點傷害。
<fre>消耗特工支援並對其造成1點恐懼：發現你所在地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05274.png,1.25,0,90,Kyri Koniotou,TheCircleUndone,274
苦心鑽研 (3) [Seeker][asset],,苦心鑽研,,Seeker,None,None,-,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",才能.,"永久。
你每場遊戲開始時的起始手牌中擁有額外1張卡牌。","
或許吉爾曼不該那樣努力地鑽研。
<cite>H. P. 洛夫克拉夫特《女巫夢中之夢》</cite>",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05276.png,1.25,0,90,Alexandre Dainche,TheCircleUndone,276
幹一天活計拿一天錢 (3) [Rogue][asset],,幹一天活計拿一天錢,,Rogue,None,None,-,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",才能.,"永久。
你每場遊戲開始時擁有額外2資源。","
重要的東西盯緊點。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05278.png,1.25,0,90,Mark Behm,TheCircleUndone,278
黛雅娜·艾絲帕倫斯 (3) [Mystic][asset],1,黛雅娜·艾絲帕倫斯,"與""惡魔""交易",Mystic,None,None,4,3,Ally,None,3,1,Willpower,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 女巫.,"使用(3秘密)。
<fre>：將一張非弱點<b><i>法術</i></b>事件卡從你的手牌疊加到黛雅娜·艾絲帕倫斯。被疊加到其身上的事件卡限制1張。
可以打出被疊加的事件卡，如同其在你的手牌中。將其打出後，不放到你的棄牌堆<i>(其仍維持疊加)</i>。作為打出打出被疊加事件卡的額外費用，消耗黛雅娜·艾絲帕倫斯並花費1秘密。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05279.png,1.25,0,90,Ilich Henriquez,TheCircleUndone,279
安娜·卡斯洛 (4) [Neutral][asset],1,安娜·卡斯洛,神秘的占卜師,Neutral,None,None,3,4,Ally,None,1,1,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",盟友. 預知.,"你擁有額外2個塔羅牌槽位。
<rea>在遊戲開始時，如果安娜·卡斯洛在你的起始手牌中：將其放置入場。
<rea>在安娜·卡斯洛入場後：在你的牌堆中查找並放置一張<b><i>塔羅</i></b>支援卡入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05283.png,1.25,0,90,Tiziano Baracchi,TheCircleUndone,283
寶劍王牌 (1) [Guardian][asset],,寶劍王牌,讓你的箭矢乘風飛去,Guardian,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"你獲得+1<com>。
<rea>在遊戲開始時，如果寶劍王牌在你起始手牌中：將其放置入場。","
單刀直入。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05023.png,1.25,0,90,Chris Peuler,TheCircleUndone,23
指紋採集工具 [Seeker][asset],,指紋採集工具,,Seeker,None,None,4,0,1 Hand,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 工具.,"使用(3補給)。
<act>消耗指紋採集工具並花費1補給：<b>調查</b>。你這次調查+1<int>。如果你成功，你額外發現所在地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05024.png,1.25,0,90,Quintin Gleim,TheCircleUndone,24
死神·XIII (1) [Seeker][asset],,死神·XIII,擺脫過去,Seeker,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"你獲得+1<int>。
<rea>在遊戲開始時，如果死神·XIII在你起始手牌中：將其放置入場。","
讓往事如風，擁抱新生。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05027.png,1.25,0,90,Chris Peuler,TheCircleUndone,27
良好人脈 [Rogue][asset],,良好人脈,,Rogue,None,None,2,0,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",狀態.,"每位調查員限制1張。
<fre>消耗良好人脈：你每有5資源，這次技能檢定你的技能值+1。","
有的時候，有關係比有本事強。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05028.png,1.25,0,90,Tiziano Baracchi,TheCircleUndone,28
月亮·XVIII (1) [Rogue][asset],,月亮·XVIII,自我傳達的訊息,Rogue,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"你獲得+1<agi>。
<rea>在遊戲開始時，如果月亮·XVIII在你起始手牌中：將其放置入場。","
張開你的雙眼，傾聽你的影子。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05031.png,1.25,0,90,Chris Peuler,TheCircleUndone,31
聖杯四 (1) [Mystic][asset],,聖杯四,心靈之杯,Mystic,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"你獲得+1<wil>。
<rea>在遊戲開始時，如果聖杯四在你起始手牌中：將其放置入場。","
找尋你心靈與思緒的清明。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05035.png,1.25,0,90,Chris Peuler,TheCircleUndone,35
釘鞋 [Survivor][asset],,釘鞋,,Survivor,None,None,3,0,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 服裝. 鞋子.,"每位調查員限制1<b><i>鞋子</i></b>。
你獲得+1<agi>。
<rea>在你移動後，新到地點的敵人與你交戰之前，消耗釘鞋：檢定<agi>(3)。如果你成功，移動到一個連接地點。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05036.png,1.25,0,90,Jeff Lee Johnson,TheCircleUndone,36
星幣五 (1) [Survivor][asset],,星幣五,拐點,Survivor,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"你獲得+1生命值+1神智值。
<rea>在遊戲開始時，如果星幣五在你起始手牌中：將其放置入場。","
是時候重新站起來了",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05039.png,1.25,0,90,Chris Peuler,TheCircleUndone,39
權杖王牌 (1) [Neutral][asset],,權杖王牌,決定性的一步,Neutral,None,None,3,1,Tarot,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",塔羅.,"<fre>在你的回合中，將權杖王牌移出遊戲：這回合你可以進行額外一個行動，且該行動你每項技能值+2。
<rea>在遊戲開始時，如果權杖王牌在你起始手牌中：將其放置入場。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05040.png,1.25,0,90,Robert Laskey,TheCircleUndone,40
赴湯蹈火 [Guardian][asset],,赴湯蹈火,,Guardian,None,None,3,0,None,None,-,3,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",才能.,對你所在地點的其他調查員造成的恐懼可以分配到赴湯蹈火。,"
我不能死在這兒。現在不能，還不能。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05109.png,1.25,0,90,Mauro Dal Bo,TheCircleUndone,109
魔法手勢 [Mystic][asset],,魔法手勢,,Mystic,None,None,3,0,1 Hand,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",儀式. 才能.,"快速。
你擁有額外1個法術槽位，只能用來放置<b><i>法術</i></b>或<b><i>儀式</i></b>支援卡。","
皮囊不過是意識的延伸。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05112.png,1.25,0,90,John Pacer,TheCircleUndone,112
切肉刀 [Survivor][asset],,切肉刀,,Survivor,None,None,3,0,1 Hand,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",道具. 武器. 近戰.,<act>：<b>攻擊</b>。這次攻擊你+1<com>(如果你剩餘神智值不超過3點，改為+2<com>)。如果這次攻擊擊敗一名敵人，你可以治癒1點恐懼。作為發動此能力的額外費用，你可以受到1點恐懼來讓這次攻擊造成+1傷害。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05114.png,1.25,0,90,Robert Laskey,TheCircleUndone,114
